title,article,url
"Kasihan, Anak Gajah di Sydney Mati Gara-Gara Herpes"," Seekor anak   Asia milik Kebun Binatang Taronga Sydney, New South Wales (NSW), Australia, mati setelah melawan penyakit herpes akut yang dideritanya secara tiba-tiba. Penjaga kebun binatang memperhatikan anak gajah bernama Tukta yang baru berusia delapan tahun itu menjadi lesu dan tidak nafsu makan pada hari Senin 3 September 2018. Tim dokter hewan kemudian dipanggil dan menduga Tukta menderita kasus Elephant Endotheliotropic Herpesvirus (EEHV). Kebun Binatang Taronga mengatakan EEHV menjangkit di hampir semua gajah Asia, tetapi hanya menyebabkan penyakit ketika satwa itu masih muda. ""Di luar tindakan cepat dari semua orang yang terlibat, Tukta secara tragis kalah dalam melawan virus EEHV itu pada keesokan harinya Selasa 4 September 2018 sore,"" kata kebun binatang itu dalam rilisnya, seperti dikutip dari  , Kamis (6/9/2018). Direktur dan CEO Kebun Binatang Taronga, Cameron Kerr mengatakan, kematian itu seperti kehilangan seorang anggota keluarga. ""Kami sangat berduka karena kehilangan Tukta yang terjadi secara mendadak dan tak terduga ini,"" katanya. ""Dia adalah anggota kawanan gajah Taronga yang sangat dicintai, yang suka merawat adik laki-lakinya, Jai Dee."" Kebun binatang Taronga mengatakan,   Tukta telah menerima perawatan dan keahlian terbaik yang tersedia di Australia. Dokter Hewan Senior Dr Larry Vogelnest mengatakan dia segera mencurigai EEHV setelah memeriksa Tukta. Penyakit ini tidak menimbulkan risiko bagi manusia tetapi berkembang pesat pada gajah dan hampir selalu berakibat fatal. ""Virus yang menewaskan Tukta secara alami dibawa oleh gajah Asia dan kadang-kadang menyebabkan penyakit pada gajah. Paling sering menyerang gajah yang berusia antara satu dan delapan tahun,"" kata Dr Vogelnest. ""Tidak ada vaksin yang tersedia untuk virus ini, dan saat ini perawatan obat hanya efektif pada sepertiga dari kasus."" Tukta adalah gajah Asia betina pertama yang lahir di kebun binatang Taronga Sydney. Ia lahir pada November 2010, tepat empat tahun setelah   Asia itu dibawa ke Sydney, Australia untuk program pemuliaan dan konservasi regional.   Di lain kabar, seekor gajah di Tamil Nadu, India jadi pusat perhatian warga karena kehebatan yang ia miliki. Gajah itu menunjukkan kemampuan musiknya dengan bermain alat musik tiup harmonika. Dikutip dari laman  , Rabu 21 Februari 2018, banyak warga yang kagum dengan instrumen yang dimainkan oleh sang gajah. Ramai orang berkunjung hanya untuk melihat hewan berbelalai itu memainkan harmonika tersebut. Gajah itu bernama Andaal. Ia memainkan harmonika di sebuah pusat kesehatan gajah di Tamil Nadu, India. Dalam sebuah rekaman video, terdapat lukisan dengan warna cerah di bagian wajah gajah dan ia juga mengenakan kalung. Bukan hanya sembarangan meniup harmonika, gajah itu berhasil menghasilkan suara yang begitu indah dan merdu untuk didengar. Dengan lihainya, gajah itu meniup harmonika. Sehingga banyak warga yang memberikan tepuk tangan karena bangga atas kemampuan hewan itu. Video permainan harmonika oleh gajah ini diunggah ke internet dan sudah dibagikan oleh banyak orang. ""Ini hanya terjadi di India,"" ujar warganet. Andaal juga kerap tampil di beberapa lokasi keagamaan. Di India sendiri, gajah adalah salah satu hewan yang diagungkan.  ",https://www.liputan6.com/global/read/3637398/kasihan-anak-gajah-di-sydney-mati-gara-gara-herpes
"Asian Games 2018 Usai, Apresiasi untuk Para Atlet Terus Mengalir"," Para atlet tanah air telah berhasil menyumbangkan prestasi dan medali yang membanggakan bangsa Indonesia di ajang   2018. Atas pencapaian ini, mereka diberikan apresiasi yang fantastis dari pemerintah Indonesia. Namun, tidak hanya itu, sederet hadiah dan apresiasi lainnya juga terus mengalir untuk para pahlawan olahraga ini. Meski gelaran   2018 telah berakhir, namun apresiasi yang diterima oleh para atlet masih berdatangan. Yang terbaru diberikan oleh McDonald’s Indonesia dan Tehbotol Sosro memberikan apresiasi atlet Asian Games 2018 Cabang Olahraga Badminton dan Wushu. ""Kami sangat berterima kasih kepada para atlet, pelatih, dan manajer karena telah mempersembahkan yang terbaik untuk bangsa Indonesia di Asian Games 2018. Untuk itu izinkan kami untuk memberikan apresiasi untuk prestasi dan pencapaian gemilang. Kami melihat ini sebagai sebuah perjuangan,"" kata Sukowati Sosrodjojo Presiden Direktur McDonald’s Indonesia dan Tehbotol Sosro di McDonald's Sarinah, Jakarta pada Rabu (5/9/2018). Apresiasikan yang diberikan kepada para atlet yang berjuang di   2018 ini berupa logam mulia sebesar 100 gram emas untuk peraih medali emas, 70 gram emas untuk peraih medali perak dan 50 gram emas untuk peraih medali perunggu kedua cabang olah raga. Sementara untuk manajer tim dan para pelatih kedua cabang olahraga juga diberikan hadiah logam mulia masing-masing sebesar 25 gram emas.   Total logam mulia yang diberikan adalah sebesar 1.845 gram emas. Tak hanya itu, seluruh atlet, manajer tim dan para pelatih juga diberikan voucher makan di McDonald’s selama 1 tahun. Para atlet yang menerima penghargaan dari McDonald’s Indonesia dan Tehbotol Sosro antara lain adalah atlet Badminton Jonatan Christie, Kevin Sanjaya, Marcus Gideon, Fajar Alfian, Muhammad Rian Ardianto, Tontowi Ahmad, Liliyana Natsir, Greysia Polii, Apriyani Rahayu dan seluruh tim beregu putra dan putri. Sedangkan untuk cabang olahraga Wushu, penghargaan kepada atlet diberikan untuk Lindswell Kwok, Edgar Xavier Marvelo, Yusuf Widiyanto, Ahmad Hulaefi dan Puja Riyaya. Pemberian penghargaan ini merupakan bentuk ucapan terima kasih dan apresiasi McDonald’s Indonesia dan Tehbotol Sosro kepada para atlit Badminton dan Wushu yang telah berjuang dan mengharumkan nama Indonesia pada gelaran olahraga bergengsi Asian Games 2018.   Melalui penghargaan ini McDonald’s Indonesia dan Tehbotol Sosro berharap prestasi gemilang para atlet Indonesia di Asian Games 2018 menjadi inspirasi bagi anak muda Indonesia untuk meraih prestasi di bidang olahraga yang ditekuninya. ""Kami harapkan semangat kemenangan dari para atlet di Asian Games ini menjadi motivasi dan inspirasi bagi generasi muda lainnya untuk berprestasi dalam bidang apapun yang mereka tekuni,"" tutup Sukowati Sosrodjojo.",https://www.liputan6.com/lifestyle/read/3637736/asian-games-2018-usai-apresiasi-untuk-para-atlet-terus-mengalir
